,Name,Age,Civil_Status,Annual_Income,Profession,Blood_Type,Height,Distance_to_Border,Date_Time_Record
725,Pavel Kozlov,60,Married,100000,Government IT technician,A,151.39317586554554,39.45473249923485,1989-01-12 20:12:00.000000
726,Maxim Volkov,60,Divorced,100000,Government teacher,B,178.2834782222137,17.37679341684805,1989-01-14 09:12:00.000000
727,Anna Vorobiev,60,Divorced,100000,Government social researcher,O,158.60590520549428,30.700962188112342,1989-01-14 17:12:00.000000
728,Ksenia Vorobiev,42,Married,100000,Government social researcher,B,184.63820103136794,5.549122071748784,1989-01-15 05:12:00.000000
729,Polina Ivanov,60,Married,100000,Government surveillance assistance,A,177.31295609026094,5.034091674263571,1989-01-16 01:12:00.000000
730,Ekaterina Romanov,60,Single,100000,Government teacher,O,155.44268195306338,55.587940183940724,1989-01-16 02:12:00.000000
731,Vladimir Romanov,60,Married,100000,Government surveillance assistance,O,185.22389155309875,8.838443321898497,1989-01-23 20:12:00.000000
732,Ekaterina Lebedev,60,Married,100000,Government IT technician,B,176.96793894811813,37.886962601539786,1989-01-24 10:12:00.000000
733,Svetlana Smirnov,60,Divorced,100000,Government surveillance assistance,AB,187.24916696773346,34.7088066736527,1989-01-24 17:12:00.000000
734,Marina Antonov,24,Widowed,100000,Government IT technician,B,189.06248278100287,446.03258783740523,1989-01-27 15:12:00.000000
735,Konstantin Smirnov,48,Married,100000,Government surveillance assistance,O,170.10784534405613,14.684322166869698,1989-01-28 10:12:00.000000
736,Alexei Zaitsev,60,Single,100000,Government cook,AB,155.55411772060236,5.268927548104777,1989-01-31 10:12:00.000000
737,Tatiana Zakharov,60,Divorced,100000,Government employee,B,154.23768840842686,485.89883767133915,1989-01-31 16:12:00.000000
738,Pavel Zakharov,60,Divorced,45172,Government social researcher,A,161.95137005913935,24.194854896424687,1989-02-01 09:12:00.000000
739,Alexei Orlov,60,Married,100000,Government surveillance assistance,O,183.47423288422377,2.501146875362597,1989-02-01 14:12:00.000000
740,Elena Volkov,60,Widowed,100000,Government surveillance assistance,O,152.41673490666383,22.09689893206759,1989-02-04 03:12:00.000000
741,Alexei Romanov,60,Widowed,100000,Government surveillance assistance,O,182.58244374150294,397.06302718525666,1989-02-05 01:12:00.000000
742,Ekaterina Petrov,18,Divorced,100000,Government social researcher,B,181.89769288123293,36.17579363177579,1989-02-06 07:12:00.000000
743,Marina Karpov,42,Single,100000,Government surveillance assistance,O,189.09069930894083,15.693492381053003,1989-02-08 05:12:00.000000
744,Nikolai Bogdanov,60,Divorced,100000,Government surveillance assistance,A,189.384688855486,10.647058158716218,1989-02-08 06:12:00.000000
745,Maria Zakharov,60,Divorced,100000,Government social researcher,AB,160.40663386693697,51.406616139640796,1989-02-11 06:12:00.000000
746,Dmitry Kozlov,60,Single,100000,Government surveillance assistance,AB,151.64601282642522,5.20480885324969,1989-02-12 14:12:00.000000
747,Maria Sorokin,60,Widowed,100000,Government history writer,A,159.40547342338888,18.546635844863545,1989-02-13 05:12:00.000000
748,Natalia Zaitsev,36,Divorced,100000,Government cook,B,182.80078185626436,16.852283550034855,1989-02-13 16:12:00.000000
749,Maxim Sokolov,60,Divorced,100000,Government cook,A,152.86640187608185,303.4286680305881,1989-02-14 09:12:00.000000
750,Anastasia Mikhailov,60,Single,100000,Government surveillance assistance,O,165.15316719191387,53.464543179804565,1989-02-14 20:12:00.000000
751,Maxim Orlov,60,Divorced,100000,Government surveillance assistance,O,186.274799591837,1.2179711663173958,1989-02-14 21:12:00.000000
752,Maxim Zaitsev,60,Married,100000,Government doctor,A,172.5935763221517,2.9802962160625643,1989-02-16 13:12:00.000000
753,Vladimir Popov,60,Widowed,100000,Government social researcher,O,170.21568482309365,18.452903583472338,1989-02-17 01:12:00.000000
754,Ekaterina Timofeev,60,Single,100000,Government social researcher,AB,169.95575348881223,35.36962082553571,1989-02-17 11:12:00.000000
755,Pavel Morozov,60,Married,100000,Government social researcher,O,158.53052185993664,31.644085624823425,1989-02-21 07:12:00.000000
756,Yuri Bogdanov,60,Married,100000,Government history writer,AB,159.6834188683426,54.6936794195824,1989-02-25 01:12:00.000000
757,Maxim Petrov,60,Married,100000,Government surveillance assistance,O,161.841378023564,8.18709917768698,1989-03-01 15:12:00.000000
758,Maxim Bogdanov,60,Widowed,100000,Government history writer,A,185.92603011189823,3.1200495210185037,1989-03-04 02:12:00.000000
759,Mikhail Romanov,60,Divorced,100000,Government IT technician,B,173.81445370603987,30.88595760135916,1989-03-04 10:12:00.000000
760,Ekaterina Vasiliev,48,Single,100000,Government social researcher,B,185.92699437500653,11.209627037488122,1989-03-04 16:12:00.000000
761,Yulia Egorov,60,Divorced,100000,Government surveillance assistance,B,171.47210655771835,414.2795913517037,1989-03-05 10:12:00.000000
762,Ekaterina Sorokin,60,Widowed,100000,Government surveillance assistance,AB,156.66874384264045,37.53555183001516,1989-03-07 18:12:00.000000
763,Elena Kuznetsov,60,Divorced,100000,Government cook,AB,158.59133159538393,10.030962696488823,1989-03-08 00:12:00.000000
764,Yuri Vasiliev,60,Single,100000,Government cook,O,179.0089281162946,55.088782432606344,1989-03-09 11:12:00.000000
765,Konstantin Kozlov,60,Widowed,100000,Government IT technician,O,165.17525045552497,215.91982516152964,1989-03-12 05:12:00.000000
766,Elena Zaitsev,30,Divorced,100000,Government social researcher,A,163.07750403778851,4.247659282144665,1989-03-12 06:12:00.000000
767,Polina Vorobiev,60,Married,100000,Government surveillance assistance,AB,155.17036816855835,39.33181405547956,1989-03-14 00:12:00.000000
768,Andrei Mikhailov,60,Single,100000,Government surveillance assistance,A,163.11532752553035,10.218737028290947,1989-03-14 14:12:00.000000
769,Nina Vorobiev,60,Widowed,100000,Government doctor,AB,181.85601417807783,1.7943635679340613,1989-03-17 08:12:00.000000
770,Natalia Karpov,60,Single,100000,Government teacher,A,175.6992289584417,28.148336030650622,1989-03-18 00:12:00.000000
771,Maria Smirnov,60,Single,100000,Government IT technician,AB,150.95471866310345,3.29538992150592,1989-03-18 09:12:00.000000
772,Yulia Volkov,60,Single,100000,Government surveillance assistance,AB,154.7902092492365,36.98568135648446,1989-03-18 19:12:00.000000
773,Anna Sokolov,60,Single,100000,Government surveillance assistance,O,166.29477422148216,37.292172096177595,1989-03-19 07:12:00.000000
774,Nina Novikov,42,Single,100000,Government employee,B,157.91322624715056,8.70966675342223,1989-03-19 13:12:00.000000
775,Maxim Bogdanov,60,Widowed,100000,Government teacher,O,167.55726874786455,2.864970109275194,1989-03-21 18:12:00.000000
776,Pavel Antonov,60,Single,100000,Government surveillance assistance,O,166.2107443601451,11.169310742009012,1989-03-22 01:12:00.000000
777,Nina Ivanov,60,Married,100000,Government surveillance assistance,O,164.89722551312045,5.6333315196865374,1989-03-23 13:12:00.000000
778,Mikhail Popov,60,Widowed,100000,Government teacher,B,150.01737136991957,1.1881162125504463,1989-03-24 10:12:00.000000
779,Nikolai Sokolov,60,Single,100000,Government teacher,A,177.51509661437265,416.2131554787785,1989-03-25 12:12:00.000000
780,Nina Petrov,60,Single,100000,Government teacher,A,171.77647533422726,49.55635979889941,1989-03-25 12:12:00.000000
781,Nina Stepanov,60,Divorced,100000,Government surveillance assistance,A,161.31334954614059,21.310766980521066,1989-03-25 23:12:00.000000
782,Yuri Morozov,60,Married,100000,Government surveillance assistance,A,162.0790344743127,5.235856188366847,1989-03-28 00:12:00.000000
783,Vladimir Vasiliev,60,Divorced,100000,Government surveillance assistance,A,154.08778901956626,15.09091874466083,1989-03-28 18:12:00.000000
784,Dmitry Kiselev,60,Divorced,100000,Government teacher,AB,185.96180409295957,48.31793810362601,1989-03-28 20:12:00.000000
785,Natalia Zaitsev,60,Widowed,100000,Government social researcher,B,165.75975014697894,48.707424463373165,1989-03-30 04:12:00.000000
786,Andrei Lebedev,60,Married,100000,Government history writer,A,189.95762004350902,2.927367316134439,1989-03-30 10:12:00.000000
787,Nina Romanov,30,Widowed,100000,Government surveillance assistance,AB,179.25871732237792,207.30292853197304,1989-03-30 13:12:00.000000
788,Ksenia Fedorov,18,Widowed,100000,Government social researcher,AB,183.60652811356746,41.32455754678516,1989-04-05 15:12:00.000000
789,Ekaterina Kuznetsov,60,Married,100000,Government surveillance assistance,A,167.14663985316113,274.9322563119259,1989-04-05 22:12:00.000000
790,Alexei Sokolov,60,Married,100000,Government surveillance assistance,AB,177.55061124861103,3.736994490965573,1989-04-06 08:12:00.000000
791,Nina Lebedev,60,Divorced,100000,Government social researcher,O,187.5855005103823,18.588625482615747,1989-04-06 20:12:00.000000
792,Andrei Timofeev,60,Divorced,100000,Government surveillance assistance,B,175.6510702717382,1.1713908784218285,1989-04-10 22:12:00.000000
793,Yuri Orlov,60,Single,100000,Government social researcher,B,153.98182474203065,7.813874363792982,1989-04-11 14:12:00.000000
794,Maria Novikov,60,Married,100000,Government social researcher,A,161.9378516535623,36.2728325498624,1989-04-13 07:12:00.000000
795,Maria Kiselev,60,Single,100000,Government surveillance assistance,O,182.55647796366247,1.2188379993787493,1989-04-13 08:12:00.000000
796,Tatiana Zakharov,36,Married,100000,Government surveillance assistance,A,164.20581935507744,8.401200970581957,1989-04-15 03:12:00.000000
797,Pavel Volkov,60,Married,100000,Government employee,A,165.4665756730356,16.09148327363109,1989-04-18 02:12:00.000000
798,Natalia Vasiliev,36,Single,100000,Government surveillance assistance,B,183.94795348396957,52.58950306233468,1989-04-18 13:12:00.000000
799,Elena Timofeev,54,Married,100000,Government surveillance assistance,AB,161.88685555625372,21.279050425235393,1989-04-23 21:12:00.000000
800,Natalia Antonov,60,Widowed,100000,Government social researcher,O,164.1268795957958,1.6492224426204516,1989-04-28 21:12:00.000000
801,Pavel Smirnov,60,Single,100000,Government surveillance assistance,AB,186.4275004255596,59.43647395146114,1989-04-30 14:12:00.000000
802,Ekaterina Ilyin,24,Married,100000,Government surveillance assistance,A,173.98396260712903,319.3632571227139,1989-04-30 22:12:00.000000
803,Pavel Lebedev,60,Divorced,100000,Government surveillance assistance,B,163.01853979441762,443.778312238091,1989-05-02 06:12:00.000000
804,Maxim Mikhailov,60,Widowed,100000,Government social researcher,AB,162.64865089744575,7.031472853816501,1989-05-02 06:12:00.000000
805,Olga Stepanov,60,Married,100000,Government teacher,O,164.40567380212966,4.555963181912362,1989-05-04 15:12:00.000000
806,Andrei Smirnov,60,Single,100000,Government employee,O,151.71876936430994,18.887758589956974,1989-05-05 16:12:00.000000
807,Andrei Gusev,60,Divorced,100000,Government IT technician,B,163.79735686163903,132.39271343281243,1989-05-06 06:12:00.000000
808,Sergei Kozlov,60,Married,100000,Government surveillance assistance,O,188.44427251395788,40.66377596998033,1989-05-07 04:12:00.000000
809,Svetlana Lebedev,60,Divorced,100000,Government social researcher,A,160.02948587844094,52.26642627644153,1989-05-12 05:12:00.000000
810,Sergei Ivanov,60,Married,100000,Government cook,A,157.32900769520955,15.794143039414392,1989-05-12 08:12:00.000000
811,Anna Zaitsev,60,Divorced,100000,Government social researcher,A,157.6766350090629,33.58009991202628,1989-05-12 17:12:00.000000
812,Tatiana Smirnov,60,Married,100000,Government history writer,AB,176.46865057270747,17.46821906428033,1989-05-12 20:12:00.000000
813,Alexei Zaitsev,60,Single,100000,Government teacher,O,174.10813219310677,17.84256662083791,1989-05-14 07:12:00.000000
814,Polina Petrov,36,Widowed,100000,Government surveillance assistance,O,155.4546945988596,50.22231113150096,1989-05-20 13:12:00.000000
815,Pavel Sorokin,60,Single,100000,Government history writer,O,186.59004544132654,30.576720515097712,1989-05-20 13:12:00.000000
816,Maria Petrov,60,Married,100000,Government employee,AB,187.38683010282358,334.6423443831132,1989-05-21 03:12:00.000000
817,Artem Kuznetsov,60,Widowed,100000,Government history writer,A,175.70536024205146,415.2810705038583,1989-05-21 16:12:00.000000
818,Maxim Kiselev,60,Widowed,100000,Government surveillance assistance,O,164.67550783084107,2.288058525009477,1989-05-21 23:12:00.000000
819,Ivan Sokolov,60,Married,100000,Government teacher,B,158.48392380343583,17.422993213309738,1989-05-23 13:12:00.000000
820,Konstantin Petrov,60,Divorced,100000,Government social researcher,O,159.89676699572124,321.20081336282385,1989-05-23 17:12:00.000000
821,Polina Kiselev,60,Married,100000,Government surveillance assistance,A,177.1867780959804,20.302346430158334,1989-05-23 19:12:00.000000
822,Anastasia Antonov,60,Single,100000,Government IT technician,A,160.193392852587,18.525499879898963,1989-05-31 12:12:00.000000
823,Ekaterina Egorov,60,Married,100000,Government social researcher,AB,155.21598332285052,8.7471175857388,1989-06-04 15:12:00.000000
824,Anastasia Ilyin,60,Divorced,100000,Government employee,AB,153.37316372127287,37.93190820149234,1989-06-05 01:12:00.000000
825,Ivan Sorokin,60,Single,100000,Government social researcher,A,176.10407237878337,19.998511258833332,1989-06-07 06:12:00.000000
826,Ivan Karpov,60,Single,100000,Government social researcher,B,169.30562273496005,7.495574346001533,1989-06-08 02:12:00.000000
827,Ivan Gusev,60,Single,100000,Government surveillance assistance,A,152.46694965717478,34.70439660398103,1989-06-10 05:12:00.000000
828,Vladimir Vorobiev,18,Married,100000,Government surveillance assistance,A,175.5105204322592,10.833344362972866,1989-06-14 19:12:00.000000
829,Ivan Sokolov,60,Single,100000,Government social researcher,AB,161.65707758533756,14.670146984480168,1989-06-16 10:12:00.000000
830,Vladimir Sorokin,60,Divorced,100000,Government cook,A,164.01589741731894,34.08753318254199,1989-06-17 11:12:00.000000
831,Natalia Kuznetsov,60,Widowed,100000,Government surveillance assistance,AB,154.25332409429808,31.392027358495348,1989-06-17 21:12:00.000000
832,Alexei Sorokin,54,Married,100000,Government surveillance assistance,AB,181.71585370467193,3.8552440134066064,1989-06-18 16:12:00.000000
833,Maxim Sorokin,60,Married,100000,Government surveillance assistance,AB,180.70201583111856,41.74316849775415,1989-06-20 16:12:00.000000
834,Konstantin Stepanov,60,Single,100000,Government social researcher,AB,155.9077000589241,18.681579764545845,1989-06-27 04:12:00.000000
835,Tatiana Novikov,60,Married,100000,Government IT technician,AB,157.30021548546335,14.950823220780189,1989-06-28 13:12:00.000000
836,Anastasia Petrov,60,Married,100000,Government social researcher,AB,167.08588885860317,16.48072765953639,1989-07-02 16:12:00.000000
837,Yuri Petrov,60,Divorced,100000,Government social researcher,B,161.2997396382,14.299151427819094,1989-07-06 16:12:00.000000
838,Yulia Kozlov,54,Single,100000,Government surveillance assistance,O,178.4548853350398,15.565887657725211,1989-07-07 13:12:00.000000
839,Polina Mikhailov,60,Widowed,100000,Government doctor,A,177.29322806807056,413.7174642326899,1989-07-07 15:12:00.000000
840,Nina Volkov,30,Widowed,100000,Government social researcher,AB,169.5135556623517,39.13631427131821,1989-07-09 05:12:00.000000
841,Dmitri Sokolov,60,Single,100000,Government surveillance assistance,AB,175.76945902700749,2.189455524420623,1989-07-10 20:12:00.000000
842,Tatiana Vorobiev,60,Single,100000,Government surveillance assistance,AB,160.04935546151492,87.6071362955456,1989-07-15 17:12:00.000000
843,Andrei Kuznetsov,60,Widowed,100000,Government IT technician,AB,177.58358818229897,22.99167724293121,1989-07-16 12:12:00.000000
844,Nikolai Morozov,60,Single,100000,Government social researcher,B,159.98026510155256,10.166960959660171,1989-07-18 08:12:00.000000
845,Sergei Volkov,18,Divorced,80729,Government social researcher,AB,188.58582691703816,17.17370334203855,1989-07-18 19:12:00.000000
846,Yuri Antonov,60,Married,100000,Government social researcher,O,180.35773153134744,44.25165149519822,1989-07-18 23:12:00.000000
847,Konstantin Timofeev,60,Divorced,100000,Government surveillance assistance,B,187.58790990589475,28.873211842665494,1989-07-21 03:12:00.000000
848,Sergei Pavlov,60,Widowed,100000,Government history writer,B,175.0500315133391,4.420698078164527,1989-07-21 03:12:00.000000
849,Dmitri Ilyin,60,Divorced,100000,Government cook,AB,157.58826366628242,3.8540970581737404,1989-07-22 20:12:00.000000
850,Alexei Antonov,60,Widowed,100000,Government social researcher,AB,157.56546905827008,47.964927661964104,1989-07-23 18:12:00.000000
851,Igor Zakharov,60,Married,100000,Government social researcher,B,170.0857012170365,30.10771595785747,1989-07-25 00:12:00.000000
852,Mikhail Timofeev,54,Single,100000,Government surveillance assistance,AB,183.2279110896306,313.7712975128445,1989-07-25 15:12:00.000000
853,Ekaterina Ilyin,60,Widowed,100000,Government social researcher,O,187.79597556433907,393.3716235267429,1989-07-26 06:12:00.000000
854,Alexei Novikov,60,Widowed,100000,Government doctor,A,155.30702471499734,5.950042179968987,1989-07-28 19:12:00.000000
855,Yuri Orlov,60,Widowed,50163,Government teacher,B,163.83644101897332,45.546388313823805,1989-08-01 00:12:00.000000
856,Marina Smirnov,60,Married,100000,Government social researcher,A,151.16948652411466,359.23500335598703,1989-08-02 00:12:00.000000
857,Anna Egorov,60,Widowed,100000,Government social researcher,B,174.69270780685574,32.471197035969084,1989-08-02 11:12:00.000000
858,Ksenia Zaitsev,48,Divorced,100000,Government surveillance assistance,AB,168.27259630224566,11.18926089462104,1989-08-05 02:12:00.000000
859,Ekaterina Romanov,60,Married,100000,Government IT technician,AB,175.83358930905524,9.099246827153822,1989-08-08 06:12:00.000000
860,Vladimir Timofeev,30,Single,100000,Government cook,B,159.02934274023627,28.291105125262064,1989-08-08 22:12:00.000000
861,Alexei Vorobiev,60,Widowed,100000,Government employee,A,167.37091835937213,30.386447238278535,1989-08-09 07:12:00.000000
862,Ekaterina Smirnov,18,Divorced,100000,Government surveillance assistance,A,174.2338128874839,46.82302698930374,1989-08-09 13:12:00.000000
863,Artem Popov,60,Widowed,100000,Government surveillance assistance,AB,177.78110040740012,5.043913675721521,1989-08-10 00:12:00.000000
864,Igor Romanov,18,Single,100000,Government employee,B,175.10039237343832,15.07376496750743,1989-08-10 12:12:00.000000
865,Svetlana Volkov,60,Divorced,100000,Government surveillance assistance,A,161.74024559300975,168.9842868546673,1989-08-11 13:12:00.000000
866,Ivan Lebedev,60,Divorced,100000,Government surveillance assistance,O,173.68975022918684,21.248130248388843,1989-08-12 07:12:00.000000
867,Pavel Egorov,60,Single,100000,Government surveillance assistance,B,184.86831959939002,14.977270939463965,1989-08-13 11:12:00.000000
868,Dmitry Ilyin,60,Single,100000,Government surveillance assistance,A,183.35204234273579,6.424110094284237,1989-08-13 16:12:00.000000
869,Svetlana Timofeev,60,Widowed,100000,Government surveillance assistance,A,157.79781243384372,40.78886930174138,1989-08-15 10:12:00.000000
870,Anastasia Sokolov,60,Widowed,100000,Government surveillance assistance,AB,181.02078153251355,53.79869096873702,1989-08-15 14:12:00.000000
871,Igor Timofeev,60,Widowed,100000,Government social researcher,AB,185.47774623109143,5.907211021864586,1989-08-16 06:12:00.000000
872,Anna Ilyin,36,Single,88138,Government doctor,A,181.09716396781567,8.783732509138346,1989-08-16 07:12:00.000000
873,Pavel Kiselev,30,Single,100000,Government social researcher,O,175.59084535150174,2.080584826349592,1989-08-18 04:12:00.000000
874,Yuri Zaitsev,24,Widowed,100000,Government surveillance assistance,AB,154.3778618459808,12.678101322520222,1989-08-19 02:12:00.000000
875,Igor Stepanov,60,Single,100000,Government social researcher,O,177.39669410933817,47.49356699481577,1989-08-20 04:12:00.000000
876,Yuri Karpov,60,Single,100000,Government IT technician,O,153.09734707532544,4.431260992003609,1989-08-22 21:12:00.000000
877,Dmitri Vorobiev,60,Single,100000,Government surveillance assistance,O,156.54744867729173,18.320121295820602,1989-08-23 19:12:00.000000
878,Ksenia Kuznetsov,60,Single,100000,Government surveillance assistance,O,155.50461613190828,3.455251966476803,1989-08-23 21:12:00.000000
879,Yulia Karpov,60,Divorced,100000,Government surveillance assistance,B,171.77369288856013,13.157901109903188,1989-08-24 09:12:00.000000
880,Anna Stepanov,60,Single,100000,Government employee,B,152.21652607218795,2.2736184087011337,1989-08-25 05:12:00.000000
881,Anastasia Petrov,60,Single,100000,Government social researcher,AB,174.2451952119009,54.392122688438235,1989-08-25 13:12:00.000000
882,Anna Zaitsev,60,Divorced,100000,Government social researcher,A,154.58129954706143,50.94325824829687,1989-08-27 09:12:00.000000
883,Nina Mikhailov,48,Married,100000,Government surveillance assistance,O,150.954909323928,19.06673769338437,1989-08-28 18:12:00.000000
884,Yuri Vasiliev,60,Divorced,100000,Government history writer,AB,177.75321865734747,17.919776908890377,1989-08-29 02:12:00.000000
885,Elena Novikov,60,Married,100000,Government surveillance assistance,B,175.67418932481382,1.0732565506425384,1989-08-31 00:12:00.000000
886,Sergei Pavlov,60,Widowed,100000,Government doctor,O,184.2277487899308,42.86028730575363,1989-08-31 23:12:00.000000
887,Vladimir Zakharov,60,Widowed,100000,Government IT technician,O,151.08953926173197,59.59942832191741,1989-09-01 22:12:00.000000
888,Ivan Egorov,60,Single,100000,Government cook,B,152.80750661562732,17.714616777207926,1989-09-02 00:12:00.000000
889,Dmitri Timofeev,60,Divorced,100000,Government social researcher,O,182.16428490319768,28.023240740054646,1989-09-02 11:12:00.000000
890,Polina Orlov,60,Divorced,100000,Government IT technician,O,160.12156143517996,2.0233835762514643,1989-09-05 13:12:00.000000
891,Vladimir Vorobiev,36,Single,100000,Government social researcher,AB,175.97572386031996,24.456979405822906,1989-09-08 18:12:00.000000
892,Olga Egorov,60,Divorced,59029,Government surveillance assistance,O,178.82482877374338,14.352375709760327,1989-09-08 20:12:00.000000
893,Sergei Romanov,60,Widowed,100000,Government surveillance assistance,AB,189.0934113161934,23.210223658093224,1989-09-11 05:12:00.000000
894,Vladimir Zakharov,54,Widowed,29858,Government employee,A,154.50960154200516,31.251453172778348,1989-09-11 21:12:00.000000
895,Natalia Vorobiev,60,Widowed,100000,Government social researcher,AB,177.50769492339845,4.047233411836595,1989-09-13 22:12:00.000000
896,Ivan Novikov,60,Divorced,100000,Government social researcher,A,162.7785645233895,181.92351802817498,1989-09-14 04:12:00.000000
897,Anna Egorov,60,Married,100000,Government history writer,B,158.30416130327637,18.2428293283203,1989-09-14 07:12:00.000000
898,Dmitri Zakharov,30,Single,100000,Government teacher,AB,178.52527252429587,3.7992233525905803,1989-09-14 12:12:00.000000
899,Konstantin Pavlov,60,Widowed,100000,Government surveillance assistance,A,160.72954244859275,10.35695504953987,1989-09-17 04:12:00.000000
900,Konstantin Petrov,60,Divorced,69507,Government social researcher,O,164.97125447895334,115.81717881591231,1989-09-18 12:12:00.000000
901,Elena Novikov,60,Divorced,100000,Government surveillance assistance,AB,178.8825400176419,12.969276884520589,1989-09-18 12:12:00.000000
902,Anna Vasiliev,60,Widowed,100000,Government surveillance assistance,AB,174.50992552246151,195.48079625198605,1989-09-21 02:12:00.000000
903,Igor Lebedev,60,Divorced,100000,Government social researcher,O,165.13731648331608,31.40231598118274,1989-09-21 13:12:00.000000
904,Vladimir Pavlov,48,Married,100000,Government teacher,A,152.8780595329045,42.08587326706757,1989-09-22 01:12:00.000000
905,Ekaterina Smirnov,48,Married,100000,Government teacher,O,161.1090226623768,15.120580628381624,1989-09-25 00:12:00.000000
906,Vladimir Popov,60,Divorced,100000,Government employee,B,162.64433215180685,12.370998142999408,1989-09-25 13:12:00.000000
907,Ivan Lebedev,60,Widowed,100000,Government surveillance assistance,B,176.84736446352295,17.550345657965686,1989-09-26 01:12:00.000000
908,Anastasia Lebedev,60,Widowed,100000,Government employee,O,181.9958378441941,9.307474563108746,1989-10-01 03:12:00.000000
909,Ekaterina Morozov,18,Married,100000,Government social researcher,O,164.85211956315717,35.00172966027842,1989-10-01 05:12:00.000000
910,Natalia Sorokin,60,Divorced,100000,Government surveillance assistance,A,166.27836931433598,3.095720053222599,1989-10-03 06:12:00.000000
911,Pavel Bogdanov,60,Single,100000,Government IT technician,B,178.2942289013497,3.087620185438823,1989-10-04 05:12:00.000000
912,Polina Romanov,60,Divorced,100000,Government social researcher,A,188.46204767556932,26.936876841353815,1989-10-06 12:12:00.000000
913,Dmitri Antonov,60,Widowed,97097,Government social researcher,AB,181.257068621015,8.872113728247884,1989-10-06 18:12:00.000000
914,Alexei Kiselev,54,Divorced,100000,Government employee,B,155.98321164606804,32.65796573286477,1989-10-07 04:12:00.000000
915,Elena Vorobiev,60,Married,100000,Government cook,AB,158.2999199567513,106.65087779220266,1989-10-07 07:12:00.000000
916,Konstantin Kuznetsov,60,Married,88417,Government social researcher,O,151.66592567842935,347.0683295150476,1989-10-07 15:12:00.000000
917,Andrei Sokolov,60,Single,100000,Government IT technician,B,153.17106021048176,52.95483231168482,1989-10-07 18:12:00.000000
918,Anna Mikhailov,60,Married,100000,Government surveillance assistance,B,171.7509857588052,22.520506672219792,1989-10-08 07:12:00.000000
919,Ivan Smirnov,60,Married,100000,Government teacher,AB,177.91820646666065,4.489553573890618,1989-10-08 17:12:00.000000
920,Artem Zaitsev,60,Divorced,100000,Government IT technician,B,170.0833747990187,28.642392554656723,1989-10-09 11:12:00.000000
921,Ivan Sorokin,60,Married,100000,Government teacher,AB,155.34479039801602,3.401767207599454,1989-10-10 05:12:00.000000
922,Sergei Pavlov,60,Widowed,100000,Government surveillance assistance,B,174.77372347574445,26.250373565038423,1989-10-10 12:12:00.000000
923,Pavel Petrov,60,Married,100000,Government teacher,A,189.0418868298363,47.609236614781324,1989-10-12 16:12:00.000000
924,Andrei Smirnov,60,Divorced,100000,Government doctor,O,166.99870274207797,16.867054997658496,1989-10-13 01:12:00.000000
925,Artem Fedorov,60,Married,100000,Government social researcher,AB,169.86468232903914,239.742342738316,1989-10-17 17:12:00.000000
926,Konstantin Antonov,60,Divorced,100000,Government surveillance assistance,A,162.02983295880432,11.250746414170095,1989-10-22 18:12:00.000000
927,Alexei Karpov,60,Divorced,100000,Government teacher,AB,154.1803262122555,8.133863673787692,1989-10-23 12:12:00.000000
928,Dmitry Zaitsev,60,Single,100000,Government surveillance assistance,O,157.0571606413585,283.48312074673765,1989-10-23 20:12:00.000000
929,Vladimir Kiselev,60,Married,100000,Government history writer,O,174.61951570850488,18.013442986402936,1989-10-24 04:12:00.000000
930,Nikolai Kuznetsov,60,Widowed,100000,Government social researcher,O,186.93676814706342,14.589925131404597,1989-10-25 19:12:00.000000
931,Ekaterina Karpov,60,Divorced,100000,Government surveillance assistance,A,184.45046914986736,9.732398262920078,1989-10-26 10:12:00.000000
932,Svetlana Bogdanov,60,Divorced,100000,Government employee,O,151.01855015504785,12.323986556780135,1989-10-27 11:12:00.000000
933,Andrei Egorov,60,Single,100000,Government teacher,B,173.16490601570132,18.899942152244872,1989-10-28 00:12:00.000000
934,Alexei Pavlov,60,Divorced,100000,Government surveillance assistance,AB,183.69284475376065,1.5604828595826414,1989-10-28 04:12:00.000000
935,Artem Smirnov,60,Divorced,100000,Government IT technician,O,164.07293781873085,13.915792152159293,1989-11-03 14:12:00.000000
936,Konstantin Morozov,42,Divorced,100000,Government history writer,B,165.55916336589706,11.811065915491238,1989-11-04 19:12:00.000000
937,Ksenia Volkov,60,Widowed,100000,Government surveillance assistance,O,167.6837493367891,15.017026040716296,1989-11-05 13:12:00.000000
938,Yulia Karpov,60,Single,100000,Government cook,O,189.78639076172811,16.75654029222654,1989-11-06 22:12:00.000000
939,Dmitry Ilyin,60,Divorced,100000,Government surveillance assistance,O,186.2381592348912,26.663516269383315,1989-11-07 06:12:00.000000
940,Ivan Kozlov,60,Married,100000,Government surveillance assistance,O,181.41786095820268,15.21948085649369,1989-11-07 15:12:00.000000
941,Anastasia Novikov,60,Divorced,100000,Government doctor,B,160.26350870628065,52.17272900079422,1989-11-11 00:12:00.000000
942,Yuri Ivanov,60,Widowed,100000,Government surveillance assistance,AB,163.77264834340602,10.908927826976534,1989-11-12 00:12:00.000000
943,Andrei Pavlov,60,Single,100000,Government surveillance assistance,A,165.1306893510279,5.455619558371644,1989-11-12 04:12:00.000000
944,Anastasia Romanov,60,Single,100000,Government teacher,B,177.88629626473625,7.900755231524245,1989-11-12 11:12:00.000000
945,Polina Sorokin,60,Widowed,100000,Government surveillance assistance,B,180.24574905593232,25.236359166579277,1989-11-14 21:12:00.000000
